id,pago_code,alumno_id,ciclo_id,fecha_pago,monto_total,tipo_de_pago,metodo_de_pago,recibio,observaciones,comprobante_url,origen,agradecimiento_enviado,creado_en
2b46e892-d375-46b1-99ed-6a5ca37368d8,,c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-12-01,4500.00,Colegiatura,Efectivo,Fran,"Pago de Noviembre, Diciembre/Julio",,UI,false,2025-12-05 08:55:15.447397-07
2c0c20c7-d5f2-4229-935f-63abf6c8cba4,,81db6f65-f0d0-45e2-93d7-8d0e5c3dc56a,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-01-29,1000.00,Colegiatura,Efectivo,Fran,Colegiatura Enero,,UI,false,2026-02-05 07:50:52.458477-07
2d444cff-99a0-44c5-a2e3-6f864cd9ea9e,,f0fe1f2d-d8f7-4f5d-b713-d15b3cc1f577,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-11-26,1100.00,Colegiatura,Efectivo,Fran,pago a colegiaturas,,UI,false,2025-12-01 11:55:27.948955-07
2d5778cf-c46f-4d62-91b9-47888a8d3d3d,,2a0d752a-79d5-4658-bf0d-64b137383ac6,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-02-20,1100.00,Inscripción,Efectivo,Christian,periodo preinscripciones,,UI,false,2025-10-20 09:56:58.56965-07
2dab0852-5f05-4fdc-9983-7c848349aab1,,f55dbff7-6831-4d96-8262-f103ccf4bd43,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-04-14,1200.00,Colegiatura,Transferencia,Christian,Pago abril,,UI,false,2026-04-14 07:56:39.467977-07
2ddced2d-31a9-4373-ab17-daa3a8ec7d1e,,562676d8-327a-4012-97e1-f0cfefc685b0,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-03,2600.00,Colegiatura,Efectivo,Christian,Pago septiembre abono octube,,UI,false,2025-10-20 09:49:24.351034-07
2dec4e38-49df-4a28-96b9-df8eb194e409,,2e6b93f5-df65-49fd-8c38-d2325e1f2a4f,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-02-16,900.00,Colegiatura,Transferencia,Christian,Abono a Colegiaturas,,UI,false,2026-02-16 08:06:17.579895-07
2e00016e-619f-45fb-99f2-d24aba77a74b,,5cb7777e-5664-4929-b875-cddff5a7c18c,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-11-07,1500.00,Colegiatura,Efectivo,Christian,Pago de Noviembre,,UI,false,2025-11-07 08:02:02.434954-07
2e40979b-8680-4ca8-a4e0-fbaa67e4115b,,a289cbad-dbdb-4e9c-8afd-aeef6bbd7fcb,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-05,1100.00,Inscripción,Efectivo,Christian,periodo preinscripciones,,UI,false,2025-10-20 09:43:12.02227-07
2e41b462-d023-43f7-9254-9a7dd5a68c34,,2fe35f28-fbab-491d-91b2-3d939e6b55bd,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-13,1500.00,Colegiatura,Efectivo,Christian,octubre,,UI,false,2025-10-19 15:21:59.747953-07
2f136f83-1689-48ee-9de7-12e60785b778,,f5bb300e-d8ed-4cca-b176-cb11e46338bd,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-11-28,1400.00,Colegiatura,Efectivo,Fran,pago a colegiaturas,,UI,false,2025-12-01 11:55:55.59533-07
2f196bc2-ccb8-43bd-b541-aaf2d1ce2a79,,61ed3b0d-3542-46bc-a02d-4f73b36cffd3,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-03,1100.00,Colegiatura,Efectivo,Christian,octubre,,UI,false,2025-10-20 09:33:30.145462-07
2fdc2cf9-4e33-448c-b9ff-8943b3ecaf98,,fdee6234-bf6d-4d45-bbd4-731a1c453987,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-06-05,950.00,Colegiatura,Transferencia,Fran,,,UI,false,2026-06-05 08:08:39.133241-07
30c3f8e3-0654-43d0-84c5-47da0478596b,,f55dbff7-6831-4d96-8262-f103ccf4bd43,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-02-25,1100.00,Inscripción,Efectivo,Christian,periodo preinscripciones,,UI,false,2025-10-19 15:34:23.94239-07
30f9b1c9-0dc2-44dd-891f-a6deca9dba16,,bcb7ffd8-0cfa-449a-88d5-626f505cb19c,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-03-07,1100.00,Colegiatura,Transferencia,Fran,Finiquito Marzo/Agosto,,UI,false,2026-03-25 09:10:16.026816-07
3107faba-e945-434f-8b3f-078664ec83df,,8d1da005-457e-4b91-b44a-605b0ca3c47a,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-02-16,3200.00,Colegiatura,Efectivo,Christian,Abono a Colegiaturas,,UI,false,2026-02-16 08:17:54.240335-07
3141ae88-7d17-4691-9f6c-9fa1022afceb,,845acc82-5357-4263-a24c-e03f7ea60a49,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-11-27,900.00,Colegiatura,Efectivo,Fran,Colegiatura noviembre (registro extemporáneo),,UI,false,2025-12-08 10:34:30.054691-07
32a23701-4327-4528-bb46-b4426fa66b34,,7392fe19-c6bd-489a-9cf5-3f6861139603,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-02-03,1300.00,Colegiatura,Efectivo,Fran,Febrero pagado,,UI,false,2026-04-13 08:16:38.182933-07
32ac9019-5b30-4758-b31e-cdcf1c89a3f5,,6d484f92-07ed-4ef5-acde-ed43c7314527,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-05-12,1500.00,Colegiatura,Efectivo,Christian,Pago del mes de Abril,,UI,false,2026-05-12 09:07:14.203651-07
32ceb015-547c-412b-85f3-4c079a66386f,,64b7b8c4-c418-4b27-8aa7-31c44d2850f4,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-02-03,2400.00,Colegiatura,Efectivo,Christian,Colegiatura Enero y Febrero,,UI,false,2026-02-03 09:02:11.377113-07
34890838-db74-48cf-9af2-39795ee16127,,3523dbd3-f616-4c1d-9a52-db64d88e0b23,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-12-10,1300.00,Colegiatura,Efectivo,Fran,,,UI,false,2026-03-19 10:32:31.92597-07
35be8420-44ef-4295-9911-55fbc02ebd6e,,fa437269-6375-40e4-87dc-f133c454a67b,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-03-02,900.00,Colegiatura,Transferencia,Fran,Colegiatura Febrero,,UI,false,2026-03-02 10:10:54.908452-07
36f02d58-ec03-4f85-ba31-55dc444aeb61,,2a01ea65-7487-4834-ab23-855018d8868e,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-04-14,3000.00,Colegiatura,Efectivo,Fran,Agosto y Abril,,UI,false,2026-04-14 07:54:30.469234-07
37da422f-fb4e-418e-9b30-6e7d2f5bc630,,81db6f65-f0d0-45e2-93d7-8d0e5c3dc56a,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-19,1000.00,Colegiatura,Efectivo,Christian,octubre,,UI,false,2025-10-19 15:27:46.840817-07
380df941-b057-485b-8bd3-19dc5f242d2f,,d08fe665-bb14-41a1-b1b8-902320280075,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-06-20,2000.00,Inscripción,Efectivo,Fran,Intercambio trabajo por inscripción,,UI,false,2025-10-19 16:56:59.074326-07
3824d5d2-992d-4d56-8548-963a1fa891a3,,7babc8a8-10d3-41e2-bb40-868a18dc2300,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-03-12,2000.00,Colegiatura,Efectivo,Christian,Abono a colegiaturas,,UI,false,2026-03-12 08:06:54.853813-07
38cb050a-6f92-41e2-9c10-3d743fd2923d,,a289cbad-dbdb-4e9c-8afd-aeef6bbd7fcb,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-05-06,1400.00,Colegiatura,Transferencia,Christian,colegiatura mayo,,UI,false,2026-05-06 08:02:36.157312-07
39277f76-d8ed-44c2-b264-74b62b4deaca,,1e3beb16-3079-4aaa-93fc-a0203720434d,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-15,1600.00,Colegiatura,Transferencia,Fran,octubre,,UI,false,2025-10-20 08:13:45.148434-07
394f24f9-3c53-4f97-b17d-c9f71824630c,,ae5f806a-46b0-4a53-8eb3-9a5dd3e9d0dd,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-03-04,1300.00,Colegiatura,Efectivo,Christian,Abono a colegiaturas,,UI,false,2026-03-04 08:11:13.017727-07
39a4eb13-9455-4103-bafc-c99947b9702a,,afa0658f-b7b9-4fb1-997b-0e0fcf93b4e1,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-11-26,1500.00,Colegiatura,Transferencia,Fran,Colegiatura Noviembre,,UI,false,2025-11-26 07:44:15.391051-07
3b0bb0fe-a0e2-4afb-ba46-5a39a004a7e7,,ea4ba647-d045-4e06-ae83-397c1aa0fb8d,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-18,1500.00,Colegiatura,Efectivo,Christian,septiembre,,UI,false,2025-10-19 15:29:24.605615-07
3b5e122d-3ea9-49b3-a6a0-b5579a3400da,,2bc201a6-4c7f-402c-9ed1-a2310ae79d3c,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-04-16,1500.00,Colegiatura,Transferencia,Fran,Colegiatura mes de abril,,UI,false,2026-04-17 07:48:20.028135-07
3beb8dc5-57d9-4397-834d-7183cd9a77ab,,845acc82-5357-4263-a24c-e03f7ea60a49,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-04-30,900.00,Colegiatura,Transferencia,Christian,Abril,,UI,false,2026-05-16 07:49:42.39273-07
3c4f193c-f6a7-40f1-ad83-091490ab04c3,,4f28d56c-a1e3-4052-87a3-ecd1d9b0d5b6,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-15,2000.00,Inscripción,Efectivo,Christian,paga antes de cerrar ciclo 24-25,,UI,false,2025-10-19 15:46:30.688445-07
3c59c713-6da9-4cfb-bd97-6e0ee04f0778,,845acc82-5357-4263-a24c-e03f7ea60a49,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-11-05,900.00,Colegiatura,Efectivo,Christian,Pago de Octubre,,UI,false,2025-11-05 11:32:51.503383-07
3c8018f4-b870-44ec-bd73-2214ccbdd5c4,,5b6f10bf-24ec-4e49-8839-dbf02ee4cd75,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-03-06,3000.00,Colegiatura,Transferencia,Fran,Colegiatura Marzo/Agosto,,UI,false,2026-03-09 08:01:20.672919-07
3c836dad-7b7c-4061-930f-20060ef1558b,,e5a7742b-06e9-4add-a1c7-4049a93b2b75,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-03-03,1100.00,Colegiatura,Efectivo,Christian,--,,UI,false,2026-03-03 10:46:42.132671-07
3c94f015-2a2a-446d-be51-7e7c477f5886,,df9c3a2b-804a-47bc-9b11-eb45575dad16,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-01-12,1200.00,Colegiatura,Transferencia,Christian,Colegiatura Enero,,UI,false,2026-01-12 11:16:00.181871-07
3ce72c08-6222-411e-9921-8c0f03426387,,2e6b93f5-df65-49fd-8c38-d2325e1f2a4f,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-11-30,900.00,Colegiatura,Transferencia,Christian,Colegiatura Noviembre,,UI,false,2026-01-20 08:18:46.25209-07
3d043303-f173-4776-be7c-9411c0089563,,fdee6234-bf6d-4d45-bbd4-731a1c453987,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-12-15,850.00,Colegiatura,Transferencia,Fran,Abono a Diciembre/Julio,,UI,false,2025-12-16 08:15:08.638662-07
3da6dfe2-7efe-4ad9-a51b-b4b06a45337a,,a289cbad-dbdb-4e9c-8afd-aeef6bbd7fcb,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-04-15,1400.00,Colegiatura,Transferencia,Christian,,,UI,false,2026-05-06 08:01:58.182964-07
3e6d8b44-56cd-4b86-855d-873229610238,,5cb7777e-5664-4929-b875-cddff5a7c18c,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-01,2500.00,Inscripción,Efectivo,Fran,,,UI,false,2025-10-20 08:06:23.58154-07
3f43cb8b-2c34-4adc-9d7b-04b9e3b745a6,,fa437269-6375-40e4-87dc-f133c454a67b,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-02,1800.00,Colegiatura,Transferencia,Fran,sep y oct,,UI,false,2025-10-20 09:58:29.821298-07
3f4bcccd-acc4-49c3-8f1d-1ef937d7f18d,,64b7b8c4-c418-4b27-8aa7-31c44d2850f4,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-05-18,1200.00,Colegiatura,Efectivo,Christian,Mes de Mayo,,UI,false,2026-05-18 09:25:03.879934-07
3f84fefa-5a10-4403-be9f-3c352b5cbab8,,00fca4aa-70ed-464e-822f-6272cba1d93e,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-07,1400.00,Colegiatura,Efectivo,Christian,Dice que lo pagó pero no hay registro,,UI,false,2025-11-04 08:01:21.622791-07
40599fc3-7cef-452b-8b22-558ddc661610,,2645afb7-c140-490c-b8db-c0dd4fbf6e11,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-08-22,2500.00,Inscripción,Efectivo,Fran,,,UI,false,2025-10-19 16:14:22.825674-07
4073275b-b5fd-4d9a-b67b-35f8cecfba2d,,6a9b25d0-e6e4-4cf2-94ef-4ba0a59c5b2d,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-02-05,1100.00,Inscripción,Efectivo,Christian,periodo preinscripciones,,UI,false,2025-10-20 08:08:49.957821-07
40b223f4-e296-435f-ad8f-5709bce58af6,,abea3641-4bdf-451a-8710-fa95ab34cab7,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-03-10,1600.00,Colegiatura,Efectivo,Christian,Abono a colegiaturas,,UI,false,2026-03-10 08:13:16.401127-07
40bc4118-491e-47c8-be3f-965f125bcc2a,,3f6663d7-9b89-4ea2-9f06-5035caff6390,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-01-20,900.00,Colegiatura,Transferencia,Christian,Abono a colegiaturas,,UI,false,2026-01-20 08:17:04.805803-07
40d97cc6-a6a7-43d1-b417-caaa2704787c,,273286ee-1011-4ae2-828e-974f625a6fd2,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-05,1500.00,Inscripción,Efectivo,Christian,abono inscripción,,UI,false,2025-10-19 17:30:57.803126-07
412b9737-d258-4165-9999-9a2c090b57ec,,d08fe665-bb14-41a1-b1b8-902320280075,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-12-08,4800.00,Colegiatura,Efectivo,Christian,"Noviembre, Diciembre/Julio",,UI,false,2025-12-08 08:11:19.452438-07
41cd9958-4296-4cd6-ba09-50bfc751ef84,,a71be5b5-f484-434a-912c-d679234166b5,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-11-25,1600.00,Colegiatura,Transferencia,Fran,Abono a Diciembre / Julio,,UI,false,2025-11-25 13:08:49.5552-07
43133b09-9196-4525-9262-f024b750830a,,f55dbff7-6831-4d96-8262-f103ccf4bd43,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-05-27,1200.00,Colegiatura,Efectivo,Christian,Mes de Mayo,,UI,false,2026-05-27 07:43:05.817866-07
444b8622-47f1-4f08-abd5-141871ac0024,,a8144361-4bce-487c-bc3a-949391e8d895,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-05-15,900.00,Colegiatura,Transferencia,Christian,Mayo,,UI,false,2026-05-16 07:49:54.41433-07
44791b9b-ae85-4c8d-b7f1-cdd529d611fb,,533aa94a-8eb8-436d-82ac-cb0d104f816e,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-06-12,900.00,Colegiatura,Transferencia,Christian,,,UI,false,2026-06-16 08:46:44.286354-07
45910fed-8c33-4f16-a4fb-9f47101d87b9,,209dac48-1e05-4390-a5da-676e1ee3b311,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-30,1250.00,Inscripción,Transferencia,Christian,abono a inscripción,,UI,false,2025-10-19 17:27:12.25869-07
45b7f84a-83e2-42ac-8591-0cbe0b130d8f,,6d484f92-07ed-4ef5-acde-ed43c7314527,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-15,1500.00,Colegiatura,Efectivo,Christian,septiembre,,UI,false,2025-10-19 15:59:16.042242-07
45defb49-ba0d-4ecc-80f3-0c18bf3a1cc1,,18f8e872-a787-4eef-953c-1c326065039e,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-03,1000.00,Colegiatura,Efectivo,Christian,octubre,,UI,false,2025-10-20 10:13:01.951803-07
466873b6-02f0-4243-8e82-40e60d084b75,,02b5e8d1-89fb-4a1d-a9d3-58817df86b24,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-12-01,1600.00,Colegiatura,Efectivo,Citlali,Abono Diciembre / Julio,,UI,false,2025-12-16 09:22:22.661181-07
47018dc0-daf4-4bfe-b3ef-3c7afa1aa551,,562676d8-327a-4012-97e1-f0cfefc685b0,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-02-24,3000.00,Colegiatura,Efectivo,Fran,Colegiatura Enero y Febrero,,UI,false,2026-02-25 08:36:04.625399-07
47064f8d-8d7b-4236-ae67-25ff930036fc,,61ed3b0d-3542-46bc-a02d-4f73b36cffd3,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-03,1100.00,Colegiatura,Efectivo,Christian,septiembre,,UI,false,2025-10-20 09:33:00.776069-07
476357e3-cf21-48b6-a209-79f8314ce7de,,e5a7742b-06e9-4add-a1c7-4049a93b2b75,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-01-12,1100.00,Colegiatura,Efectivo,Christian,Pago de Enero,,UI,false,2026-01-12 08:55:26.681461-07
48e588ba-f40a-47be-bbc0-c259e715f28c,,afa0658f-b7b9-4fb1-997b-0e0fcf93b4e1,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-01-23,1500.00,Colegiatura,Transferencia,Fran,"Colegiatura Enero ",,UI,false,2026-01-23 09:16:24.959942-07
490d5e10-9d65-4c71-9d6c-46267533839c,,d81e498e-7690-4676-9957-8b832ccf8ea0,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-31,1000.00,Colegiatura,Efectivo,Fran,Abono pendiente de registrar,,UI,false,2025-12-03 10:21:51.080313-07
49450b20-b183-47a6-b1ba-dc2baa69f59e,,209dac48-1e05-4390-a5da-676e1ee3b311,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-14,1000.00,Colegiatura,Transferencia,Christian,octubre,,UI,false,2025-10-19 17:27:34.566619-07
49aa119d-8bdb-4fbc-9d31-5e4e15cfbc52,,95149f3e-bf90-4279-8471-a562bd517960,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-04-13,2600.00,Colegiatura,Efectivo,Christian,Marzo/Agosto - Cambio monto de colegiatura,,UI,false,2026-04-13 08:14:40.049626-07
49be256b-8098-4920-9054-f0fccbdf7eda,,02b5e8d1-89fb-4a1d-a9d3-58817df86b24,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-04-14,1600.00,Colegiatura,Efectivo,Desconocido,,,UI,false,2026-06-16 09:47:24.827076-07
4ac1121f-539b-43ed-9ffe-51bcdb91fbdd,,2fe35f28-fbab-491d-91b2-3d939e6b55bd,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-12-12,1500.00,Colegiatura,Efectivo,Citlali,Finiquito Diciembre / Julio,,UI,false,2025-12-15 09:04:35.739127-07
4b951221-3512-4b43-a946-d5af63954bde,,abea3641-4bdf-451a-8710-fa95ab34cab7,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-05,2500.00,Inscripción,Efectivo,Christian,,,UI,false,2025-10-19 17:44:09.876474-07
4cfcd5ad-0064-4a3f-90c9-ba813a035f20,,5cb7777e-5664-4929-b875-cddff5a7c18c,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-06-16,1500.00,Colegiatura,Efectivo,Christian,Colegiatura de Iker,,UI,false,2026-06-16 07:51:48.798107-07
4e4abc30-fb61-4867-a76d-1457e71121b3,,5b6f10bf-24ec-4e49-8839-dbf02ee4cd75,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-03,1500.00,Colegiatura,Transferencia,Fran,septiembre,,UI,false,2025-10-20 07:55:50.573522-07
4e872a54-d171-4b2e-af2d-d519f946fd18,,0e861609-c592-4713-bfad-a86c2f7d1c00,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-04-21,1600.00,Colegiatura,Efectivo,Christian,Colegiatura Abril,,UI,false,2026-04-21 08:14:00.095832-07
4f427f99-79be-4e88-bac2-7d2656cba471,,2a0d752a-79d5-4658-bf0d-64b137383ac6,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-01-13,900.00,Colegiatura,Transferencia,Fran,--,,UI,false,2026-03-02 10:12:05.004875-07
5101766a-00ae-437b-8aba-f207a6e13787,,2bc201a6-4c7f-402c-9ed1-a2310ae79d3c,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-03-17,1500.00,Colegiatura,Transferencia,Fran,,,UI,false,2026-03-17 09:43:45.189753-07
510be0bf-7f23-42d8-bc58-1611de165d11,,4f28d56c-a1e3-4052-87a3-ecd1d9b0d5b6,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-12-03,3000.00,Colegiatura,Transferencia,Christian,Pago de Diciembre Julio,,UI,false,2025-12-03 10:35:13.996877-07
5167f01c-71d1-4d45-b906-a792c9c91df6,,845acc82-5357-4263-a24c-e03f7ea60a49,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-06-15,900.00,Colegiatura,Efectivo,Christian,Mes de Junio,,UI,false,2026-06-16 09:11:14.159562-07
51af6098-dd66-42e7-92b9-6e5dbcef2605,,3f41b6c5-35cb-41d3-a974-762ad0f1c7f3,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-11-04,3200.00,Colegiatura,Transferencia,Christian,Pago en conjunto de con inscripción,,UI,false,2025-11-04 07:48:18.565461-07
52df90ca-f73d-42f0-87c5-312e7953b090,,64b7b8c4-c418-4b27-8aa7-31c44d2850f4,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-01,1200.00,Colegiatura,Efectivo,Christian,septiembre,,UI,false,2025-10-19 15:13:06.512312-07
53430e2c-9664-400e-a357-fa6f02514d07,,c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-10,1500.00,Colegiatura,Efectivo,Christian,octubre,,UI,false,2025-10-19 15:37:04.502579-07
5399bfc1-33b0-436d-8268-53dae4798216,,02b5e8d1-89fb-4a1d-a9d3-58817df86b24,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-03-17,1600.00,Colegiatura,Efectivo,Christian,Finiquito Marzo/Agosto,,UI,false,2026-03-17 09:00:57.29662-07
5464c6ff-7f39-40d9-a173-510094c7daf8,,00fca4aa-70ed-464e-822f-6272cba1d93e,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-12-10,2800.00,Colegiatura,Efectivo,Fran,Pagó colegiaturas a mtra Fran,,UI,false,2026-02-16 07:55:38.1398-07
55296bab-443d-4472-afea-d29bcbc290fe,,69450844-df68-4eb9-a465-967c31417074,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-03-26,3200.00,Colegiatura,Efectivo,Fran,Colegiatura Marzo/Agosto,,UI,false,2026-04-21 08:15:30.720987-07
55676b79-3879-420d-b6b9-bb72312d1d1a,,95149f3e-bf90-4279-8471-a562bd517960,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-02-03,1600.00,Colegiatura,Efectivo,Fran,Colegiatura Febrero,,UI,false,2026-02-12 08:04:14.094588-07
5572adff-e8ba-466f-aeae-4af526521f4d,,a4c9cada-bb7c-4116-8091-8b3e944aba30,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-15,1000.00,Colegiatura,Efectivo,Christian,octubre,,UI,false,2025-10-19 16:50:08.953027-07
55e3e505-c2d4-4556-a121-a892dc237616,,2645afb7-c140-490c-b8db-c0dd4fbf6e11,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-04-14,1500.00,Colegiatura,Efectivo,Citlali,,,UI,false,2026-06-03 09:04:14.803417-07
56418b58-a6c8-4405-98ed-0924be76b384,,d08fe665-bb14-41a1-b1b8-902320280075,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-01,250.00,Colegiatura,Efectivo,Fran,trabajo por colegiatura,,UI,false,2025-10-19 16:57:31.561389-07
565f6ba4-a899-434f-8ee9-24da6c601835,,58676041-fe76-4791-9f8b-7bc1dad83cb8,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-29,1500.00,Colegiatura,Transferencia,Fran,Evidencia de captura en whatsapp 28oct25,,UI,false,2025-10-28 10:38:13.576958-07
5694c690-797d-4eec-8d56-41def5adf378,,6a9b25d0-e6e4-4cf2-94ef-4ba0a59c5b2d,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-02-20,1000.00,Colegiatura,Efectivo,Christian,Colegiatura Febrero,,UI,false,2026-02-20 08:37:00.7953-07
569a9b6c-1d47-4888-9fd6-6d42b363a69b,,61ed3b0d-3542-46bc-a02d-4f73b36cffd3,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-02-03,1100.00,Colegiatura,Efectivo,Fran,Anotación extemporánea,,UI,false,2026-03-12 09:04:38.185958-07
56eec229-ac55-4312-96e9-3c6288cbb9e1,,81db6f65-f0d0-45e2-93d7-8d0e5c3dc56a,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-04-17,1000.00,Colegiatura,Efectivo,Christian,Colegiatura Agosto,,UI,false,2026-04-17 08:25:12.96403-07
576b28be-55e8-4a38-83f3-7ce7b3956147,,3523dbd3-f616-4c1d-9a52-db64d88e0b23,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-12-09,1100.00,Colegiatura,Efectivo,Christian,Abono a Diciembre / Julio,,UI,false,2025-12-09 07:47:39.297502-07
576fdb21-5f5d-4a41-9cda-7136bdf8c804,,e5a7742b-06e9-4add-a1c7-4049a93b2b75,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-02-03,1100.00,Colegiatura,Efectivo,Fran,Anotación extemporánea,,UI,false,2026-03-12 09:05:16.773845-07
57837a81-4130-42d4-ac0c-394620e65355,,a289cbad-dbdb-4e9c-8afd-aeef6bbd7fcb,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-01-19,1400.00,Colegiatura,Transferencia,Christian,Colegiatura Enero,,UI,false,2026-01-19 08:26:59.015951-07
59e9d52e-df7d-4f19-a33b-459c85ea9659,,fdee6234-bf6d-4d45-bbd4-731a1c453987,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-02,1900.00,Colegiatura,Efectivo,Christian,septiembre y octubre,,UI,false,2025-10-20 09:01:57.733594-07
