id,alumno_id,concepto,vigencia_desde,importe_base,notas
e23a1882-d855-4578-b4fa-cdc343116182,18f8e872-a787-4eef-953c-1c326065039e,INSCRIPCION,2025-09-01,2500.00,
e24b2bb5-0b60-473c-a9e2-a9b01a73fdbd,64b7b8c4-c418-4b27-8aa7-31c44d2850f4,COLEGIATURA,2025-09-01,1200.00,Alta inicial (personalizada)
e3751887-d207-4186-8dde-3fa0342c7ae2,7dbf3c47-1f14-4b4a-b594-ec98e68218b0,COLEGIATURA,2025-09-01,0.00,beca fran
e54479b9-9aca-417b-9173-db2eeb56c510,2d6d6932-f5eb-47d0-989c-4f813b54d973,COLEGIATURA,2025-09-01,0.00,nieto martha camacho
e6258133-ca76-4c6d-a0fc-2ef4c7b8a61c,3f6663d7-9b89-4ea2-9f06-5035caff6390,COLEGIATURA,2025-09-02,900.00,Beca Fran
e6ad0ac3-c051-47da-b21d-69cf4c485047,02b5e8d1-89fb-4a1d-a9d3-58817df86b24,INSCRIPCION,2025-09-01,2500.00,
e743b9fb-8d87-42d7-b0d9-3a13a7b353cc,a6b37970-a2fa-4a7b-8b11-d3e5151b40b3,COLEGIATURA,2025-09-02,1600.00,Alta inicial (personalizada)
ea39784a-4680-40de-b5aa-a4323b65873d,f0fe1f2d-d8f7-4f5d-b713-d15b3cc1f577,INSCRIPCION,2025-09-01,2500.00,
eab6b4f2-581e-4757-921c-31062bf642ec,2645afb7-c140-490c-b8db-c0dd4fbf6e11,INSCRIPCION,2025-08-15,2500.00,
ebb2721f-edab-4a94-89bb-25f9fddc664a,a6b37970-a2fa-4a7b-8b11-d3e5151b40b3,INSCRIPCION,2025-09-01,2500.00,
ebe64ee8-8431-4fed-a2d6-f756f616dec0,5af22e45-f9f7-4577-b07b-7ce4a7940329,COLEGIATURA,2025-09-01,1500.00,beca fran
ed08d1e3-4963-43fb-95d6-1d54db3b072b,58f5f801-a774-4b45-8960-aec7b7127187,INSCRIPCION,2025-09-01,2500.00,
ed4e1a90-c9f2-4448-80f8-eabc3ab9a9f1,95149f3e-bf90-4279-8471-a562bd517960,INSCRIPCION,2025-09-01,2500.00,
f067c448-7dfa-4464-9d39-9c121b37611a,5cb7777e-5664-4929-b875-cddff5a7c18c,INSCRIPCION,2025-09-01,2500.00,
f2d95cfa-8f33-475f-8647-f16260d4a7df,d08fe665-bb14-41a1-b1b8-902320280075,INSCRIPCION,2025-06-05,2000.00,
f4b98178-13c5-483f-b3f9-4d1d1eb193ba,f0fe1f2d-d8f7-4f5d-b713-d15b3cc1f577,COLEGIATURA,2025-09-02,1100.00,beca isla
f5161deb-f426-4945-acdf-95d21a3668dc,f9b527e1-7319-4c6c-b3bf-431bf9843bfb,COLEGIATURA,2025-09-02,0.00,hija maestra
f5ab2f57-c27d-40ef-91a2-898b90f809d4,61ed3b0d-3542-46bc-a02d-4f73b36cffd3,INSCRIPCION,2025-02-05,1100.00,
f772e0c5-37b8-472f-b1f7-50b2ba0c41d5,845acc82-5357-4263-a24c-e03f7ea60a49,COLEGIATURA,2025-09-01,900.00,beca familiar
f79c2594-1d15-404f-acbf-f638938a98c0,0e861609-c592-4713-bfad-a86c2f7d1c00,INSCRIPCION,2025-09-01,2500.00,
f895f4bb-afec-4033-93a1-0bba7f1429ad,58d1397f-6c2f-4806-874f-04e5ac218830,COLEGIATURA,2025-09-02,900.00,beca familiar
f983f92a-0a6d-4256-8fd7-5456a95739f6,4f28d56c-a1e3-4052-87a3-ecd1d9b0d5b6,COLEGIATURA,2025-09-02,1500.00,Alta inicial (personalizada)
fa4fb19e-044f-471b-af15-12c1af6ffecc,562676d8-327a-4012-97e1-f0cfefc685b0,INSCRIPCION,2025-02-01,1100.00,
fb6dd94f-a358-4f8d-9545-c0ed19f12841,2a01ea65-7487-4834-ab23-855018d8868e,INSCRIPCION,2025-09-01,2500.00,
